,utt,intent,index
4752,i need ideas for things to do in nashville,travel_suggestion,47
4753,do you know of any activities in nashville,travel_suggestion,47
4754,what are some touristy things to do in boston,travel_suggestion,47
4755,what kinds of fun things are there in boston for tourists,travel_suggestion,47
4756,are there any exciting tourist things to do in boston,travel_suggestion,47
4757,what kinds of fun touristy things are there to do in boston,travel_suggestion,47
4758,are there any fun tourist things to do in boston,travel_suggestion,47
4759,what are some fun things i can partake in in atlanta,travel_suggestion,47
4760,tell me things i can do in chicago,travel_suggestion,47
4761,provide me with ideas of things we can do in charlotte,travel_suggestion,47
4762,give me a list of things to do in orlando,travel_suggestion,47
4763,where should i travel if i want to visit some history museums,travel_suggestion,47
4764,i'd like some suggestions on where to go on my vacation this year,travel_suggestion,47
4765,"are there any interesting things to do in atlanta, georgia",travel_suggestion,47
4766,"is there anything fun to do in manassas, virginia",travel_suggestion,47
4767,i want to travel this year but i need some suggestions,travel_suggestion,47
4768,where should i travel if i want to go to a nice beach,travel_suggestion,47
4769,give me some ideas on what i can do in seattle for fun,travel_suggestion,47
4770,"what do you suggest for entertainment in tampa, florida",travel_suggestion,47
4771,"what are some fun things to do in butte, montana",travel_suggestion,47
4772,"in portland, what things are there to do",travel_suggestion,47
4773,what things can i do in portland,travel_suggestion,47
4774,what are some things i can do in portland,travel_suggestion,47
4775,what are some things to do in portland,travel_suggestion,47
4776,what things are there to do in portland,travel_suggestion,47
4777,what is there to do besides drink in germany,travel_suggestion,47
4778,what festivals are there to see in paris,travel_suggestion,47
4779,what fun is there to do in england,travel_suggestion,47
4780,where is the best winery in the south of france,travel_suggestion,47
4781,what should i do in france,travel_suggestion,47
4782,where do you suggest i plan my next vacation,travel_suggestion,47
4783,what are your best travel suggestions,travel_suggestion,47
4784,what are some suggestions for places to travel,travel_suggestion,47
4785,what do people in sioux falls do for fun,travel_suggestion,47
4786,what's there to do in seattle,travel_suggestion,47
4787,are there any interesting activities to do in austin,travel_suggestion,47
4788,where's a good place to go if i want to see mountains,travel_suggestion,47
4789,what's a nice place to visit a beautiful beach,travel_suggestion,47
4790,what should i do in bangor,travel_suggestion,47
4791,what do tourists do for fun in seattle,travel_suggestion,47
4792,are there any fun tourist activities in australia,travel_suggestion,47
4793,what's a good use of my time in toronto,travel_suggestion,47
4794,what can a tourist in denver do,travel_suggestion,47
4795,what sort of things do people do in new york,travel_suggestion,47
4796,tell me some things to see in tampa,travel_suggestion,47
4797,is there anything neat to do in boston,travel_suggestion,47
4798,what are some interesting things to do in dc,travel_suggestion,47
4799,what's the funnest thing for a tourist to do in iceland,travel_suggestion,47
4800,what do my health benefits consist of,insurance,48
4801,what health benefits are available to me,insurance,48
4802,what health benefits can i use,insurance,48
4803,what are the health benefits i have,insurance,48
4804,what health benefits do i have,insurance,48
4805,i need to know my health benefits,insurance,48
4806,what is my health plan,insurance,48
4807,what's the name of my medical coverage,insurance,48
4808,i need to know more about my health plan,insurance,48
4809,are my health benefits good,insurance,48
4810,tell me what my health plan is called,insurance,48
4811,do i have many health benefits,insurance,48
4812,tell me about my health insurance,insurance,48
4813,what is the name of my health insurance,insurance,48
4814,list all of my health benefits,insurance,48
4815,my insurance gives me what benefits,insurance,48
4816,what benefits are available with my insurance,insurance,48
4817,what benefits does my insurance provide,insurance,48
4818,what benefits are provided by my insurance,insurance,48
4819,my insurance benefits are what,insurance,48
4820,what benefits do i get from insurance,insurance,48
4821,give me information on my health plan,insurance,48
4822,i'd like to know about my health plan,insurance,48
4823,can you tell me my health plan,insurance,48
4824,insurance benefits,insurance,48
4825,what benefits are associated with my insurance,insurance,48
4826,can you tell me my insurance benefits,insurance,48
4827,what benefits does my insurance have,insurance,48
4828,i'm curious what health plan i'm on,insurance,48
4829,i'm wondering what health plan i'm on,insurance,48
4830,can you let me know what health plan i'm on,insurance,48
4831,do you know the health plan i'm on,insurance,48
4832,is it possible for you to let me know what health plan i'm on,insurance,48
4833,tell me about my insurance benefits,insurance,48
4834,list my insurance benefits,insurance,48
4835,list insurance benefits,insurance,48
4836,insurance benefit information,insurance,48
4837,insurance benefit details,insurance,48
4838,give me the name of the insurance plan that i enrolled in,insurance,48
4839,tell me the name of my insurance plan,insurance,48
4840,what is the name of my insurance plan,insurance,48
4841,what is the name of the insurance plan that i'm enrolled in,insurance,48
4842,please provide the name of the insurance plan that i'm enrolled in,insurance,48
4843,what's the healthcare plan i'm on,insurance,48
4844,what's the deal with my health care,insurance,48
4845,what's my current health care plan,insurance,48
4846,any word on my healthcare plan,insurance,48
4847,what healthcare plan do you have me on,insurance,48
4848,i need you to tell me what benefits are included in my insurance,insurance,48
4849,please find the benefits provided by my insurance,insurance,48
4850,what benefits do i have with my insurance,insurance,48
4851,can you tell me what is included in my health benefits,insurance,48
4852,please tell my what insurance plan i registered for,insurance,48
4853,"i need to know what my health benefits cover, please",insurance,48
4854,"i would like to hear a list of my insurance benefits, please",insurance,48
4855,what is the insurance plan that i'm signed up for,insurance,48
4856,please tell me what's provided in my health benefits,insurance,48
4857,which insurance plan do i currently have,insurance,48
4858,can you tell me the name of the insurance plan i'm a member of,insurance,48
4859,remind me of which insurance plan i'm currently enrolled in,insurance,48
4860,what benefits does my health coverage give me,insurance,48
4861,i would like to know all of the covered benefits that are given by my health care plan,insurance,48
4862,can you tell me what benefits i receive with my insurance,insurance,48
4863,is there an insurance plan for my health,insurance,48
4864,can i see my health benefits,insurance,48
4865,what are the benefits i get for my health,insurance,48
4866,what is the aid i get from these health benefits,insurance,48
4867,can i obtain health benefits,insurance,48
4868,give me info on my health plan,insurance,48
4869,what was my health plan again,insurance,48
4870,what health plan do i have,insurance,48
4871,tell me my health plan,insurance,48
4872,what's my health plan,insurance,48
4873,"which insurance plan am i enrolled in, please",insurance,48
4874,"what type of insurance plan am i enrolled in, please",insurance,48
4875,what kind of insurance plan am i enrolled in,insurance,48
4876,"what kind of insurance plan am i enrolled in, please",insurance,48
4877,may i know my insurance benefits,insurance,48
4878,where is the list of my insurance benefits,insurance,48
4879,what's my insurance benefits like,insurance,48
4880,how do i know my insurance benefits,insurance,48
4881,what insurance benefits am i getting,insurance,48
4882,how would you define my health benefits,insurance,48
4883,will you summarize my health benefits,insurance,48
4884,define my health benefits,insurance,48
4885,how would you describe my health benefits,insurance,48
4886,what is the definition of my health benefits,insurance,48
4887,can you explain my benefits,insurance,48
4888,whats included with my insurance,insurance,48
4889,what insurance benefits do i have,insurance,48
4890,what do my benefits look like,insurance,48
4891,what benefits are included in my package,insurance,48
4892,what are my insurance assets,insurance,48
4893,what are my insurance advantages,insurance,48
4894,what are my insurance perks,insurance,48
4895,what are my insurance rewards,insurance,48
4896,what are my insurance amenities,insurance,48
4897,do you know what my health benefits are,insurance,48
4898,please look up the name of my insurance plan,insurance,48
4899,can you tell me the name of my insurance plan,insurance,48
4900,i need to add the chore of vacuuming to my task list,todo_list_update,49
4901,put wash the counters down on my list of pending tasks,todo_list_update,49
4902,take doing the dishes off my todo list,todo_list_update,49
4903,blank out my todo list,todo_list_update,49
4904,erase all items on my todo list,todo_list_update,49
4905,delete everything on my todo list,todo_list_update,49
4906,add clean bathroom to my to do list,todo_list_update,49
4907,go ahead and take cleaning the bathroom off my todo list,todo_list_update,49
4908,you can remove vacuuming off the todo list,todo_list_update,49
4909,make my todo list blank,todo_list_update,49
4910,please take shoveling the car off my todo list,todo_list_update,49
4911,i'd like you to remove throw away dvds off my todo list,todo_list_update,49
4912,put clean stovetop on my list of reminders,todo_list_update,49
4913,nuke all items on my todo list,todo_list_update,49
4914,will you put change the light bulbs on my list of things to do,todo_list_update,49
4915,delete everything from the task list,todo_list_update,49
4916,hurry up and just erase everything from the todo list,todo_list_update,49
4917,can you kindly clear my agenda list,todo_list_update,49
4918,hey just take off everything from my todo list,todo_list_update,49
4919,i don't want to do anything today so just clear the todo list,todo_list_update,49
4920,please include feeding the fish on my to do list,todo_list_update,49
4921,please remove laundry from my list of chores,todo_list_update,49
4922,please clear out my whole to do list,todo_list_update,49
4923,i want you to clear out my to do list,todo_list_update,49
4924,i want you to add cleaning the toilet to my to do list,todo_list_update,49
4925,make sure my to do list is completely clear please,todo_list_update,49
4926,please include laundry on my to do list,todo_list_update,49
4927,can you please add take out recycling on my list of chores to complete,todo_list_update,49
4928,please get rid off everything on my to do list,todo_list_update,49
4929,please take feeding the fish off of my list of tasks to complete,todo_list_update,49
4930,i need to add dusting the bookshelf to my to do list,todo_list_update,49
4931,please put washing the dishes on my list of tasks to accomplish,todo_list_update,49
4932,please be sure to put folding laundry on my to do list for me,todo_list_update,49
4933,please put watering the plants on my to do list,todo_list_update,49
4934,please erase everything on my to do list,todo_list_update,49
4935,take watering the plants off of my to do list,todo_list_update,49
4936,"i just finished taking out my recycling, so cross that off my to do list",todo_list_update,49
4937,can you check washing the dishes off on my to do list,todo_list_update,49
4938,i need laundry put on my list of tasks to complete,todo_list_update,49
4939,please add watering the plants to my current to do list,todo_list_update,49
4940,to my domestic task list please add paint kitchen,todo_list_update,49
4941,add to my task list get carpet cleaned,todo_list_update,49
4942,add clean the bathroom to my task list,todo_list_update,49
4943,put clean refrigerator on my spring cleaning to do list,todo_list_update,49
4944,on my big project task list please add paint shutters in spring,todo_list_update,49
4945,delete my to do list,todo_list_update,49
4946,"erase get a haircut from my to do list, please",todo_list_update,49
4947,i need to include a stop at the pharmacy to the list of things to do,todo_list_update,49
4948,please cross off schedule acupuncture appointment off of the to do list,todo_list_update,49
4949,please put my acupuncture appointment on my to list,todo_list_update,49
4950,"can you add a trip to the post office to my to do list, please",todo_list_update,49
4951,please also list wash laundry on my to do list,todo_list_update,49
4952,will you please put remember to drop off at the dry cleaner's to my current to do list,todo_list_update,49
4953,would you kindly remove five mile run from my list of things to do,todo_list_update,49
4954,"let's go ahead and scratch laundry off my to do list, please!",todo_list_update,49
4955,can you delete lunch with david from my to do list,todo_list_update,49
4956,put dishes on to do list,todo_list_update,49
4957,"on my to do list, add dishes",todo_list_update,49
4958,i need to do dishes put it on my to do list,todo_list_update,49
4959,add dishes to my list,todo_list_update,49
4960,cleaning needs to be on my to do list,todo_list_update,49
4961,please add cleaning on my list to do,todo_list_update,49
4962,cleaning needs to go on my list of things to do,todo_list_update,49
4963,"on my to do list, add cleaning",todo_list_update,49
4964,i need to do cleaning so add it to my to do list,todo_list_update,49
4965,"on my to do list, i need cleaning added",todo_list_update,49
4966,put cleaning on my to do list,todo_list_update,49
4967,please put cleaning on my list of things to do,todo_list_update,49
4968,add cleaning to my to do list,todo_list_update,49
4969,"on my list of things to do, add cleaning",todo_list_update,49
4970,can you place laundry on my to do list,todo_list_update,49
4971,help remind me that i need to add laundry to my list of housework,todo_list_update,49
4972,if you could remind me about doing laundry i would appreciate it,todo_list_update,49
4973,please remind me to add laundry to my list of chores,todo_list_update,49
4974,add laundry to my list of shit to do,todo_list_update,49
4975,add change filters to my to do list,todo_list_update,49
4976,add schedule appraiser to my to do list,todo_list_update,49
4977,add mop bathroom to my to do list,todo_list_update,49
4978,add do laundry to my to do list,todo_list_update,49
4979,put buy dog food on my to do list,todo_list_update,49
4980,"on my to do list, add exercising",todo_list_update,49
4981,remove all items from todo list,todo_list_update,49
4982,add grocery shopping to my list of things to do,todo_list_update,49
4983,clear out my entire todo list,todo_list_update,49
4984,remove laundry from my todo list,todo_list_update,49
4985,put laundry on my to do list,todo_list_update,49
4986,nix folding laundry from my todo list,todo_list_update,49
4987,add washing dishes to my to do list,todo_list_update,49
4988,cross volunteering off my todo list,todo_list_update,49
4989,take everything off my todo list,todo_list_update,49
4990,i no longer need to wash dishes; take it of my list,todo_list_update,49
4991,delete everything on my to do list,todo_list_update,49
4992,mark down cleaning the bathroom on my list of things to do,todo_list_update,49
4993,throw mopping onto my to do list,todo_list_update,49
4994,can you remind me to mop later by putting it on my to do list today,todo_list_update,49
4995,will you make sure that mopping is on my to do list,todo_list_update,49
4996,will you add mopping to my to do list please,todo_list_update,49
4997,can you put mopping on my to do list,todo_list_update,49
4998,place cleaning the backyard on my list of things to do,todo_list_update,49
4999,please put the meeting with carla on my to do list,todo_list_update,49
5000,tell me my reminders,reminder,50
5001,tell me my current reminders list,reminder,50
5002,please read my reminders,reminder,50
5003,will you repeat my reminder list,reminder,50
5004,check my reminders for mop and floor,reminder,50
5005,read my reminder list to me,reminder,50
5006,is mop the floor already in my reminders,reminder,50
5007,read back the reminder list,reminder,50
5008,what's on the reminder list,reminder,50
5009,read my reminders to me,reminder,50
5010,check my reminders for mop the floor,reminder,50
5011,what reminders do i have,reminder,50
5012,read what i added to the reminder list,reminder,50
5013,can you list each item on my reminder list,reminder,50
5014,can you tell me what reminders i've set,reminder,50
5015,tell me what's on my reminder list,reminder,50
5016,do i have any reminders to look up how to properly do a potato in my microwave,reminder,50
5017,do i have a reminder for our neighbor's anniversary,reminder,50
5018,tell my all my reminders,reminder,50
5019,is respond to the professor's email on my list of reminders,reminder,50
5020,read me my reminders list,reminder,50
5021,go through all the reminders on my list and state what they are,reminder,50
5022,is there a reminder for my aa meeting on my list,reminder,50
5023,speak back to me what's on my reminder list,reminder,50
5024,iterate the items on my reminder list,reminder,50
5025,please go through my reminder list and tell me what's on it,reminder,50
5026,did i add to my reminder list that i need to take the car in for an oil change,reminder,50
5027,what did i want to remember again,reminder,50
5028,what did i put on my list of reminders,reminder,50
5029,can you tell me the reminders i have set up,reminder,50
5030,what were the reminders that i made,reminder,50
5031,i wanted to remember what again,reminder,50
5032,can you remind me what i was trying to remember,reminder,50
5033,i had a list of reminders what were they,reminder,50
5034,remind me of what i asked you to remember,reminder,50
5035,what reminders did i have,reminder,50
5036,what are the thing i told you to help me remember,reminder,50
5037,read my reminders please,reminder,50
5038,what's on my reminder list today,reminder,50
5039,do i have anything in my reminders,reminder,50
5040,what did i ask to be reminded about,reminder,50
5041,check if getting a light bulb is on my list of reminders,reminder,50
5042,is buying a light bulb on my reminders list,reminder,50
5043,confirm that buy a light bulb is on my list of reminders,reminder,50
5044,please read my list of reminders,reminder,50
5045,what is now on my reminder list,reminder,50
5046,what things are currently on my reminder list,reminder,50
5047,tell me what is showing up on my reminder list,reminder,50
5048,what are the items on my reminder list,reminder,50
5049,can you read my list back to me,reminder,50
5050,can you repeat my list back to me,reminder,50
5051,can you describe my list back to me,reminder,50
5052,what is on my reminder list,reminder,50
5053,is checking the mail on my list of reminder,reminder,50
5054,i want to see my reminder list,reminder,50
5055,what do i want to remember,reminder,50
5056,let me know what is on my reminder list,reminder,50
5057,can you please repeat my list back to me,reminder,50
5058,tell me what is on my reminder list,reminder,50
5059,let me see the reminder list please,reminder,50
5060,can you read me my list of reminders,reminder,50
5061,what do i have on my list of reminders,reminder,50
5062,what did i list in my reminders,reminder,50
5063,"i wanted to remember some things, what were they",reminder,50
5064,can you remind me the things i was trying to remember,reminder,50
5065,let me know what's on my list of reminders,reminder,50
5066,can you tell me what things i was trying to remember,reminder,50
5067,tell me what's on my reminders list please,reminder,50
5068,what were those things i was trying to remember,reminder,50
5069,do you know what things i wanted to remember,reminder,50
5070,what are in my reminders list,reminder,50
5071,my list of reminders is what,reminder,50
5072,on my list of reminders is what,reminder,50
5073,the lists of my reminders is what,reminder,50
5074,reminders of my list is what,reminder,50
5075,is there a reminder set to clean the gutters,reminder,50
5076,what do i have on my reminder list,reminder,50
5077,please read all the items on my reminder list,reminder,50
5078,can you tell me all the reminders i have set on my reminder list,reminder,50
5079,did i request a reminder for my niece's graduation,reminder,50
5080,"can you read my reminder list, please",reminder,50
5081,is the company party on my list of reminders,reminder,50
5082,did i set up a reminder to clean the bathroom,reminder,50
5083,what did i include on my list of things to remember,reminder,50
5084,please look to see if paying bills is on my reminders list currently,reminder,50
5085,please tell me everything on my list of reminders,reminder,50
5086,tell me if flipping the mattress is on my list of reminders please,reminder,50
5087,i need to know the content of my list of reminders,reminder,50
5088,tell me everything i included on my list of things to remember for later,reminder,50
5089,check to see if picking up glenn from the airport is on my list of reminders,reminder,50
5090,go through my reminder list with me please,reminder,50
5091,i would like to hear you read my reminder list to me,reminder,50
5092,i want to hear what is on my reminders list,reminder,50
5093,read my list of reminders to me,reminder,50
5094,tell me what i had wanted to remember earlier,reminder,50
5095,did i include cleaning the hamster cage on my list of reminders,reminder,50
5096,walk me through the items on my reminder list,reminder,50
5097,i need to know what it is that i wanted to remember before,reminder,50
5098,please give me a rundown of my reminder list,reminder,50
5099,i want to hear everything on my reminder list,reminder,50
5100,can you slow your speaking down,change_speed,51
5101,slow down your talking too fast i don't understand you,change_speed,51
5102,you're talking too fast i need you to slow it down,change_speed,51
5103,"you're speaking too fast, slow down",change_speed,51
5104,can you speak slower please,change_speed,51
5105,can you please speed up your speech settings,change_speed,51
5106,i want you to adjust your speaking to be faster,change_speed,51
5107,can you speak faster please,change_speed,51
5108,i want you to speak to me faster,change_speed,51
5109,decrease the speed of your speech please,change_speed,51
5110,please speed up your speaking pattern,change_speed,51
5111,i want you to talk more slowly,change_speed,51
5112,"your voice speed is too slow, please increase it",change_speed,51
5113,i want your speech settings to be made slower,change_speed,51
5114,"you are talking far too fast for me, can you slow it down a bit",change_speed,51
5115,please make it so you say your words more slowly,change_speed,51
5116,can you talk slower please,change_speed,51
5117,can you speed up your speech please,change_speed,51
5118,i want you to talk more quickly,change_speed,51
5119,"you are talking too fast for me, please slow down",change_speed,51
5120,"please increase the speed of your speech, it is too slow",change_speed,51
5121,could you slow down your speech,change_speed,51
5122,please increase the speed of your talking,change_speed,51
5123,please slow down i can't understand you,change_speed,51
5124,i want you to speak more slowly to me,change_speed,51
5125,speed up your speech,change_speed,51
5126,speak slower,change_speed,51
5127,i'd like you to talk faster,change_speed,51
5128,speak at a slower rate,change_speed,51
5129,"talk slower, please",change_speed,51
5130,slow your roll,change_speed,51
5131,slow your speech,change_speed,51
5132,slow down your speech,change_speed,51
5133,slow down your talking,change_speed,51
5134,"speak faster, please",change_speed,51
5135,"speak more quickly, please",change_speed,51
5136,i need you to speak faster,change_speed,51
5137,you should talk faster,change_speed,51
5138,slow your speech down,change_speed,51
5139,present your speech at a slower pace,change_speed,51
5140,can you slow down,change_speed,51
5141,make your speed a bit slower,change_speed,51
5142,can you please speed up your speech,change_speed,51
5143,make your speech slower than now,change_speed,51
5144,change the speed of your voice to slower,change_speed,51
5145,slow down,change_speed,51
5146,can you please slow down,change_speed,51
5147,find a new voice that is slower than your current voice,change_speed,51
5148,can you please talk faster,change_speed,51
5149,talker faster please,change_speed,51
5150,slow the speech down,change_speed,51
5151,"hey, speak slowly",change_speed,51
5152,reduce your speed of voice,change_speed,51
5153,"hey ai, don't speak fast",change_speed,51
5154,"hey, slow down and take your time",change_speed,51
5155,"hey ai, reduce your speed of speaking",change_speed,51
5156,can you slow down your speech,change_speed,51
5157,how do i slow down my ai's voice,change_speed,51
5158,could you speak a little more slowly,change_speed,51
5159,how do i change your options so that you speak more slowly,change_speed,51
5160,how do i change the speed of my ai's voice,change_speed,51
5161,adjust speech rate to a faster setting,change_speed,51
5162,please use a quicker rate of speech,change_speed,51
5163,speak faster,change_speed,51
5164,speed up your talking please,change_speed,51
5165,could you not talk so slowly,change_speed,51
5166,can you please talk slower,change_speed,51
5167,can you talk a bit slower please,change_speed,51
5168,can you please not talk so fast,change_speed,51
5169,speak slower please,change_speed,51
5170,please don't speak so fast,change_speed,51
5171,can you speak with me using faster speech,change_speed,51
5172,please say things more quickly,change_speed,51
5173,will you speak more rapidly,change_speed,51
5174,i would like you to increase the speed of your speech please,change_speed,51
5175,i'd like you to speak a bit slower,change_speed,51
5176,can you change how fast you're talking to speak more slowly,change_speed,51
5177,i can't understand you because of how rapidly you're speaking,change_speed,51
5178,can you slow down how fast you talk,change_speed,51
5179,please speak slower,change_speed,51
5180,whoa whoa please slow down,change_speed,51
5181,is there any way you can decrease your speaking rate,change_speed,51
5182,"why are you talking so sloooooooooowly, please speed it up!",change_speed,51
5183,can i get you to talk at a slightly faster rate,change_speed,51
5184,can you talk at a normal speed please,change_speed,51
5185,please stop talking so fast,change_speed,51
5186,"hey, stop talking like you're a stretch taped",change_speed,51
5187,please slow down how you're speaking,change_speed,51
5188,you're talking too quickly for me to understand,change_speed,51
5189,is it possible to speed up of your replies,change_speed,51
5190,where do i find instructions on how to speed up voice replies,change_speed,51
5191,how do i speed up the speech of this ai,change_speed,51
5192,"sorry, can you speak a little faster",change_speed,51
5193,"sorry, can you speak a little quicker, please",change_speed,51
5194,"can you speak a little faster, please",change_speed,51
5195,"sorry, can you speak a little faster, please",change_speed,51
5196,"could you speak a little faster, please",change_speed,51
5197,i need to change your voice settings,change_speed,51
5198,can you slow down the speed in which you speak,change_speed,51
5199,you're speaking too fast and i need to change that,change_speed,51
5200,how's the air pressure in my tires,tire_pressure,52
5201,what's my tires current air pressure,tire_pressure,52
5202,what's the amount of air in my tires right now,tire_pressure,52
5203,are my tire's air pressure good enough to drive on,tire_pressure,52
5204,what's the inflation of my tires,tire_pressure,52
5205,what's the current psi for my tires,tire_pressure,52
5206,how low is the pressure in my tires,tire_pressure,52
5207,what's the current tire pressure of my tires,tire_pressure,52
5208,is the air pressure in my tires low,tire_pressure,52
5209,what's my current tire pressure,tire_pressure,52
5210,is the air pressure on my tires low,tire_pressure,52
5211,do i need to fill up my tires,tire_pressure,52
5212,are my tires in need of air,tire_pressure,52
5213,should i put air in my tires,tire_pressure,52
5214,are my tires requiring a fill-up,tire_pressure,52
5215,are my tires good on air,tire_pressure,52
5216,have my tires got adequate amounts of air in them,tire_pressure,52
5217,do i need more air in my tires,tire_pressure,52
5218,should i be concerned about the air in my tires,tire_pressure,52
5219,how is the air level in my tires,tire_pressure,52
5220,how much air is in my tires,tire_pressure,52
5221,is there air in my tires,tire_pressure,52
5222,air amount in tires,tire_pressure,52
5223,how high is the air in my tires,tire_pressure,52
5224,how much air remains in my tires,tire_pressure,52
5225,what is the tire pressure in my car,tire_pressure,52
5226,are my tires full or low,tire_pressure,52
5227,what is the current tire pressure level in the car,tire_pressure,52
5228,tell me my car's tires' air pressure,tire_pressure,52
5229,do i need to fill my tires,tire_pressure,52
5230,tell me my tires' air pressure,tire_pressure,52
5231,what's my tires' air pressure,tire_pressure,52
5232,what's my car's tire pressure,tire_pressure,52
5233,what is the air pressure in my tires,tire_pressure,52
5234,can you tell me the tire pressure in my car,tire_pressure,52
5235,what's my air pressure right now,tire_pressure,52
5236,what's the air level in my tires,tire_pressure,52
5237,tell me my car's tire pressure level,tire_pressure,52
5238,how many psi's are my tires at the moment,tire_pressure,52
5239,the car feels wobbly so check my tire pressure,tire_pressure,52
5240,what is my current tire pressure for each tire,tire_pressure,52
5241,tell me ths pressure of my tires,tire_pressure,52
5242,please measure my tire pressure,tire_pressure,52
5243,"the cars riding funny, does the tire pressure feel low to you",tire_pressure,52
5244,can you check the tire pressure,tire_pressure,52
5245,do the tires look a little low on pressure,tire_pressure,52
5246,what is the pressure like on my tires,tire_pressure,52
5247,measure tire pressure,tire_pressure,52
5248,check my car's tire pressure,tire_pressure,52
5249,gauge the tire pressure,tire_pressure,52
5250,how much pressure is in my car's tire,tire_pressure,52
5251,what is my car's tire pressure,tire_pressure,52
5252,are my tires fully inflated,tire_pressure,52
5253,do i need to inflate my tires,tire_pressure,52
5254,are my tires aired properly,tire_pressure,52
5255,are my tires ok on pressure,tire_pressure,52
5256,is the pressure in my tires optimal,tire_pressure,52
5257,are my tires properly inflated with air,tire_pressure,52
5258,are my tires good on pressure,tire_pressure,52
5259,do my tires have enough air,tire_pressure,52
5260,please check and report on my tire pressure,tire_pressure,52
5261,how's my tire pressure,tire_pressure,52
5262,i want an evaluation of my car's tire pressure,tire_pressure,52
5263,can you give me a reading of my car's tire pressure please,tire_pressure,52
5264,i would like to know my car's tire pressure please,tire_pressure,52
5265,how are my tires,tire_pressure,52
5266,are my tires low,tire_pressure,52
5267,should i air up the tires,tire_pressure,52
5268,do the tires need air,tire_pressure,52
5269,how is the tire pressure,tire_pressure,52
5270,how much pressure are currently in my tires,tire_pressure,52
5271,how much pressure is in my tires,tire_pressure,52
5272,whats the pressure like in my tires,tire_pressure,52
5273,how are the tires on air pressure,tire_pressure,52
5274,please check the pressure in my tires,tire_pressure,52
5275,hows the air in my tires,tire_pressure,52
5276,i am needing to know how low the air in my tires are,tire_pressure,52
5277,tell me how low the air in my tires are,tire_pressure,52
5278,i want to know how low the air in my tires are,tire_pressure,52
5279,let me know how low the air in my tires are,tire_pressure,52
5280,would you let me know how low the air in my tires are,tire_pressure,52
5281,what does my tire pressure look like,tire_pressure,52
5282,are my tires under-inflated,tire_pressure,52
5283,is my tire pressure in the correct range,tire_pressure,52
5284,do my tires need air,tire_pressure,52
5285,should i pump my tires,tire_pressure,52
5286,are my tires low on air,tire_pressure,52
5287,do my tires seem too low on air,tire_pressure,52
5288,would it be smart to put air in my tires,tire_pressure,52
5289,what's the tire pressure of my car,tire_pressure,52
5290,is my tire pressure okay,tire_pressure,52
5291,can you tell me what's the car's tire pressure,tire_pressure,52
5292,tire pressure please,tire_pressure,52
5293,can you check my tire pressure,tire_pressure,52
5294,can you tell me what my tire pressure is,tire_pressure,52
5295,can you check the air in my tires,tire_pressure,52
5296,check how much air is in my tires,tire_pressure,52
5297,how much air do i have in my tires,tire_pressure,52
5298,tell me what my tire pressure is,tire_pressure,52
5299,how full are my tires,tire_pressure,52
5300,"no, that's incorrect",no,53
5301,that's not true,no,53
5302,"that is not true, it's false",no,53
5303,no way,no,53
5304,not really,no,53
5305,naw,no,53
5306,nay,no,53
5307,i must say no,no,53
5308,i think not,no,53
5309,that is actually false,no,53
5310,i gotta say no,no,53
5311,no thanks,no,53
5312,no is the answer,no,53
5313,i don't think so,no,53
5314,it's a no,no,53
5315,i think it is false,no,53
5316,not true,no,53
5317,that is not true,no,53
5318,not at all,no,53
5319,that turns out to be false,no,53
5320,"please, no",no,53
5321,not that,no,53
5322,definitely not,no,53
5323,i would have to say the answer to that is no,no,53
5324,i say no to that question,no,53
5325,"no, that is my response",no,53
5326,"i don't believe that is possible, it is false",no,53
5327,i would say that the statement is definitely false,no,53
5328,i am afraid that that is not the case,no,53
5329,"no, that information is wrong",no,53
5330,that is a completely false statement,no,53
5331,that would be a no,no,53
5332,"i do not think that is true, so i would say it is a false statement",no,53
5333,"incorrect, it is certainly a false statement",no,53
5334,i do not believe that that is correct,no,53
5335,the answer is definitely no,no,53
5336,"sorry, that is not true",no,53
5337,that's a negative,no,53
5338,no!,no,53
5339,that's not right,no,53
5340,"no, don't do that",no,53
5341,"i don't like that, no",no,53
5342,no way!,no,53
5343,"oh hell no, that'd be terrible!",no,53
5344,that's inaccurate,no,53
5345,that's not what i want!,no,53
5346,that's completely false,no,53
5347,that's incorrect!,no,53
5348,that's totally wrong!,no,53
5349,that's a hard no from me,no,53
5350,no don't do that!,no,53
5351,no that is not right,no,53
5352,false for sure,no,53
5353,that's definitely false,no,53
5354,"nope, that's false",no,53
5355,"no, that is not right",no,53
5356,"no, that is inaccurate",no,53
5357,"no, that can't be right",no,53
5358,that is untrue,no,53
5359,i disagree that is false,no,53
5360,what you just said is false,no,53
5361,that is erroneous,no,53
5362,no that's wrong,no,53
5363,that isn't the right answer,no,53
5364,the information is wrong,no,53
5365,that is not correct,no,53
5366,that is not right,no,53
5367,that is wrong,no,53
5368,i'll pass,no,53
5369,not that one,no,53
5370,"that's not right, so no",no,53
5371,the answer is false,no,53
5372,"no, that is not right at all",no,53
5373,that is overwhelmingly false,no,53
5374,that's not right it's false,no,53
5375,i say negative,no,53
5376,negative for sure,no,53
5377,nope,no,53
5378,no thank you,no,53
5379,that is not the case,no,53
5380,no that isn't the case,no,53
5381,no that isn't it,no,53
5382,no that isn't correct,no,53
5383,"that would be ""no",no,53
5384,you are wrong,no,53
5385,no that is wrong,no,53
