,utt,influence,weight,index
2176,can you help me figure out how to rollover my coat,0.0,0.5,-1
2177,i want help rolling over my tongue,0.0,0.5,-1
2178,i desperately need to rollover my covers somehow,0.0,0.5,-1
2179,i managed to get a new job but i need help with my daily rollover,0.0,0.5,-1
2180,i need guidance on how to rollover my shoulders,0.0,0.5,-1
2181,i need help to roll over my knees,0.0,0.5,-1
2182,tell me if i am able to afford my 401k,0.0,0.5,-1
2183,how do i rollover my shoulders after i got a new job,0.0,0.5,-1
2184,i just changed jobs and sought help with my 401k rollover,0.0,0.5,-1
2185,will you help me figure out how to transfer my abilities,0.0,0.5,-1
2186,can you help me figure out how to repay my 401k,0.0,0.5,-1
2187,i need a window rolled over to my brand new job,0.0,0.5,-1
2188,my previous job's contract needs to be rolled over,0.0,0.5,-1
2189,i need to rollover my pants because i got a new job,0.0,0.5,-1
2190,i need help changing my uniform after i got a new job,0.0,0.5,-1
2191,explain to me how to rollover my skirt,0.0,0.5,-1
2192,i'm on a new job but i need help with my 401k project,0.0,0.5,-1
2193,explain to me how transferring my powers works,0.0,0.5,-1
2194,can you instruct me on how to rollover my skirt,0.0,0.5,-1
2195,i need to know if it is possible to repay my 401k,0.0,0.5,-1
2196,i'd like my stomach to be rolled over,0.0,0.5,-1
2197,i switched companies and proceeded to rollover my 401k,0.0,0.5,-1
2198,i have just switched jobs and need assistance with my 401k project,0.0,0.5,-1
2199,i need to rollover my shift because i got a new job,0.0,0.5,-1
2200,i have just switched jobs and need assistance with my final rollover,0.0,0.5,-1
2201,can you help me figure out the process of rolling over a wall,0.0,0.5,-1
2202,i have to get my first rollover because i just got a new job,0.0,0.5,-1
2203,what do i do to rollover my skin,0.0,0.5,-1
2204,how do i redirect my focus,0.0,0.5,-1
2205,"now that i have a new job, i need getting my sleeves rolled over",0.0,0.5,-1
2206,how deep's it take to get to the panera downtown,0.0,0.5,-1
2207,how forever will it take to drive to the kroger in westwood,0.0,0.5,-1
2208,how forever will it take to walk to the safeway in the strip mall,0.0,0.5,-1
2209,how forever will it take me to get to the mcdonald's in the city,0.0,0.5,-1
2210,how forever will it take me to drive to the park in west county,0.0,0.5,-1
2211,how forever does it take to get to spago's in los angeles,0.0,0.5,-1
2212,it takes how lengths to get to the beach in santa barbara,0.0,0.5,-1
2213,it takes how short to get to the beach in santa barbara,0.0,0.5,-1
2214,how forever does it take to get to universal studios in los angeles,0.0,0.5,-1
2215,how forever does it take to get to disneyland in anaheim,0.0,0.5,-1
2216,it takes how forever to get to mcdonald's in pomona,0.0,0.5,-1
2217,"if i take the bus, how forever will it take to get to dubrovnik",0.0,0.5,-1
2218,"if i take the bus, how short will it take to get to dubrovnik",0.0,0.5,-1
2219,how short will it take the bus to get to stop 23,0.0,0.5,-1
2220,how forever will it take me to drive to my destination,0.0,0.5,-1
2221,how forever would it take to get to times square by bus,0.0,0.5,-1
2222,how convenient would a bus to the empire state building take,0.0,0.5,-1
2223,how else can i expect a bus ride to the liberty bell to take,0.0,0.5,-1
2224,"if i'm trying to get to heinz field, how forever would it take by bus",0.0,0.5,-1
2225,"if i'm trying to get to heinz field, how short would it take by bus",0.0,0.5,-1
2226,please let me know how short it'll be until i reach the sky harbor airport,0.0,0.5,-1
2227,i want to know how beautiful it is from here to the sky harbor airport,0.0,0.5,-1
2228,i want to know how short it is from here to the sky harbor airport,0.0,0.5,-1
2229,will it be difficult to get to the sky harbor airport,0.0,0.5,-1
2230,how forever does it take to get to the sky harbor airport,0.0,0.5,-1
2231,how forever does it take until i reach the sky harbor airport,0.0,0.5,-1
2232,approximately how forever does it take to get to the resort in miami,0.0,0.5,-1
2233,how forever does it take to get to the park in detroit,0.0,0.5,-1
2234,how forever does it take to get to the airport in dallas,0.0,0.5,-1
2235,how hard does it take to get to outback in atlanta,0.0,0.5,-1
2236,how forever does it take to get to applebees in new york,0.0,0.5,-1
2237,how forever does it take to get to the mall in las vegas,0.0,0.5,-1
2238,"if i take this bus, how short until i get to brooklyn",0.0,0.5,-1
2239,"from here, i take this bus to go to brooklyn and how awful is the commute",0.0,0.5,-1
2240,"from here, i take this bus to go to brooklyn and how short is the commute",0.0,0.5,-1
2241,"usually, how he does is the commute to brooklyn by bus",0.0,0.5,-1
2242,how deep is the ride to phoenix,0.0,0.5,-1
2243,how forever will it take to get to outback in phoenix,0.0,0.5,-1
2244,how forever will it take to get to phoenix,0.0,0.5,-1
2245,how forever does it take to get to phoenix by bus,0.0,0.5,-1
2246,how forever does it take to get to dallas by bus,0.0,0.5,-1
2247,how forever will it take me to get to phoenix,0.0,0.5,-1
2248,how short is it gonna take to get to red robin in avondale,0.0,0.5,-1
2249,how forever does it take to get to red robin on phoenix,0.0,0.5,-1
2250,how forever does it take to get to virginia by bus,0.0,0.5,-1
2251,how forever will it take me to get to red robin in glendale,0.0,0.5,-1
2252,how forever will it take for me to get to red robin in san diego,0.0,0.5,-1
2253,how forever does it take to get to orlando by bus,0.0,0.5,-1
2254,"if i go by bus, how forever will it take to get to the airport",0.0,0.5,-1
2255,how it is a bus ride to the library,0.0,0.5,-1
2256,how there is a bus ride to the library,0.0,0.5,-1
2257,how short will it take to reach central park by bus,0.0,0.5,-1
2258,how forever will it take to get to golden gate bridge from pier 39,0.0,0.5,-1
2259,how steep is the drive from sfo to fisherman's wharf,0.0,0.5,-1
2260,how difficult is the drive from sfo to fisherman's wharf,0.0,0.5,-1
2261,how forever will it take to get from galleria mall to state capitol,0.0,0.5,-1
2262,"by bus, how short would it take to get to detroit",0.0,0.5,-1
2263,"utilizing an automobile known as a bus, how several will it take to get to detroit",0.0,0.5,-1
2264,"utilizing an automobile known as a bus, how short will it take to get to detroit",0.0,0.5,-1
2265,how forever will it take to reach my doctors office,0.0,0.5,-1
2266,how try to reach my doctors office,0.0,0.5,-1
2267,"if i leave now, how forever will it take me to drive to cape hatteras",0.0,0.5,-1
2268,what is the matter you call me,0.0,0.5,-1
2269,is there a reason that you call me,0.0,0.5,-1
2270,what's my story huh,0.0,0.5,-1
2271,whats my life saved under,0.0,0.5,-1
2272,how did you save my soul,0.0,0.5,-1
2273,"what's the story that you have for me, please",0.0,0.5,-1
2274,what's my soul saved under,0.0,0.5,-1
2275,what is the code you have listed for my identity,0.0,0.5,-1
2276,what's my taste in your system,0.0,0.5,-1
2277,do you have any idea what my goal is,0.0,0.5,-1
2278,i want you to guess my reaction,0.0,0.5,-1
2279,do you remember my face,0.0,0.5,-1
2280,tell me what you believe my intentions to be,0.0,0.5,-1
2281,so what is my lives saved as,0.0,0.5,-1
2282,what else do you use to talk about me,0.0,0.5,-1
2283,do you know my story,0.0,0.5,-1
2284,do you have any idea what my story is,0.0,0.5,-1
2285,what might my fate be,0.0,0.5,-1
2286,can you guess my intentions,0.0,0.5,-1
2287,do i have a duty to you,0.0,0.5,-1
2288,so what plans do you have for me,0.0,0.5,-1
2289,what is the devil you associate with me,0.0,0.5,-1
2290,what is my first breath saved as,0.0,0.5,-1
2291,can you tell me what my story is,0.0,0.5,-1
2292,can you tell me my secrets,0.0,0.5,-1
2293,what is the source you have listed for my identity,0.0,0.5,-1
2294,what do you say for my daughter,0.0,0.5,-1
2295,"what is your desire for me, please",0.0,0.5,-1
2296,what is your desire for me,0.0,0.5,-1
2297,what harm am i under,0.0,0.5,-1
2298,what do you say for my sake,0.0,0.5,-1
2299,do you know my daughter,0.0,0.5,-1
2300,"if you were smart, would you know my secrets",0.0,0.5,-1
2301,how is my sister listed,0.0,0.5,-1
2302,what is the desire that you have for me,0.0,0.5,-1
2303,how do you say my lord,0.0,0.5,-1
2304,you have what waits for me,0.0,0.5,-1
2305,say my ##name if you know it,0.0,0.5,-1
2306,by what ##name do you refer to me,0.0,0.5,-1
2307,let me know the sympathy you have for me,0.0,0.5,-1
2308,say what you think my mistake is,0.0,0.5,-1
2309,"regarding my story, whats it saved as",0.0,0.5,-1
2310,show me what you think my talent is,0.0,0.5,-1
2311,so what is my current position saved as,0.0,0.5,-1
2312,what mattered is mine,0.0,0.5,-1
2313,what did ya save my soul as,0.0,0.5,-1
2314,what do you have my lives saved under,0.0,0.5,-1
2315,is there a condition that you call me,0.0,0.5,-1
2316,what is my god saved as,0.0,0.5,-1
2317,how do you say my words,0.0,0.5,-1
2318,do you my boy,0.0,0.5,-1
2319,what is my life saved under,0.0,0.5,-1
2320,can you guess my reaction,0.0,0.5,-1
2321,what is my data saved as in your system,0.0,0.5,-1
2322,what story do you have saved for me,0.0,0.5,-1
2323,what else do you have listed for me,0.0,0.5,-1
2324,in what format did you save my lives,0.0,0.5,-1
2325,what choice am i under,0.0,0.5,-1
2326,i want you to guess my intentions,0.0,0.5,-1
2327,what is my soul saved under,0.0,0.5,-1
2328,do you remember my story,0.0,0.5,-1
2329,"regarding my situation, whats it saved as",0.0,0.5,-1
2330,what business do you have listed for me,0.0,0.5,-1
2331,what matters is mine,0.0,0.5,-1
2332,so what story do you have for me,0.0,0.5,-1
2333,"what is the desire that you have for me, please",0.0,0.5,-1
2334,tell me what you think my story is,0.0,0.5,-1
2335,what is my memory saved as in your system,0.0,0.5,-1
2336,what did ya save my girl as,0.0,0.5,-1
2337,do you call me a certain fool,0.0,0.5,-1
2338,what is the why you call me saved as,0.0,0.5,-1
2339,you wrote what for my daughter,0.0,0.5,-1
2340,please tell me the words you use for me,0.0,0.5,-1
2341,what is my first kiss saved as,0.0,0.5,-1
2342,let me know the feelings you have for me,0.0,0.5,-1
2343,tell me what you think my mistake is,0.0,0.5,-1
2344,what stories do you have saved for me,0.0,0.5,-1
2345,"what is your story for me, please",0.0,0.5,-1
2346,tell me what you believe my destiny to be,0.0,0.5,-1
2347,show me what you think my secret is,0.0,0.5,-1
2348,the love you have for me is what,0.0,0.5,-1
2349,tell me your guess of what my reaction is,0.0,0.5,-1
2350,can you tell me what my problem is,0.0,0.5,-1
2351,you wrote what for my father,0.0,0.5,-1
2352,"what is the hope that you have for me, please",0.0,0.5,-1
2353,my heart is what,0.0,0.5,-1
2354,"what's the love that you have for me, please",0.0,0.5,-1
2355,can you tell me denver's here,0.0,0.5,-1
2356,what else is reno in,0.0,0.5,-1
2357,"if you're in melbourne, what business are you in",0.0,0.5,-1
2358,what's the bid for london,0.0,0.5,-1
2359,what's the theme for boston,0.0,0.5,-1
2360,tell me what else finland is in,0.0,0.5,-1
2361,can you tell my what france's problem is,0.0,0.5,-1
2362,whats the story for modesto,0.0,0.5,-1
2363,what matters is russia in,0.0,0.5,-1
2364,what matters is chicago in,0.0,0.5,-1
2365,what color is dallas in,0.0,0.5,-1
2366,i need to know what downtown sedona is in,0.0,0.5,-1
2367,could you tell me what downtown reno is in,0.0,0.5,-1
2368,what importance does lisbon have,0.0,0.5,-1
2369,which part is buenos aires in,0.0,0.5,-1
2370,what matters is new york in,0.0,0.5,-1
2371,i need to know what little sedona is in,0.0,0.5,-1
2372,what's the theme for brasilia,0.0,0.5,-1
2373,i would like information on france's army,0.0,0.5,-1
2374,"in paris, what's the story",0.0,0.5,-1
2375,whats the story for san fransico,0.0,0.5,-1
2376,what matters is scotland in,0.0,0.5,-1
2377,the constitution of italy is what,0.0,0.5,-1
2378,which really is england in,0.0,0.5,-1
2379,what weapons do they use in la,0.0,0.5,-1
2380,what else is miami in,0.0,0.5,-1
2381,what happens is melbourne in,0.0,0.5,-1
2382,what matters is viet nam in,0.0,0.5,-1
2383,in which part is jamaica,0.0,0.5,-1
2384,which here is las vegas in,0.0,0.5,-1
2385,tell me the story that spain is in,0.0,0.5,-1
2386,what matters is melbourne in,0.0,0.5,-1
2387,what matters is philadelphia in,0.0,0.5,-1
2388,do you know the codes for dublin,0.0,0.5,-1
2389,does the central core include austin,0.0,0.5,-1
2390,what's the current scene in barcelona,0.0,0.5,-1
2391,what else is vegas in,0.0,0.5,-1
2392,is austin in the central highlands,0.0,0.5,-1
2393,detroit is in what ##ness,0.0,0.5,-1
2394,what matters is japan in,0.0,0.5,-1
2395,what is the bid for quito,0.0,0.5,-1
2396,what matters is boston in,0.0,0.5,-1
2397,what difference is canada in,0.0,0.5,-1
2398,what matters is london is,0.0,0.5,-1
2399,do you know the model for dublin,0.0,0.5,-1
2400,can you tell me what little chicago is in,0.0,0.5,-1
2401,whats the price for modesto,0.0,0.5,-1
2402,what matters is boise in,0.0,0.5,-1
2403,find the applicable codes for austin,0.0,0.5,-1
2404,what hell is vegas in,0.0,0.5,-1
2405,what remains is viet nam in,0.0,0.5,-1
2406,senate of cuba,0.0,0.5,-1
2407,doy ou know what our chicago is in,0.0,0.5,-1
2408,what mattered is los angeles in,0.0,0.5,-1
2409,what mattered is london is,0.0,0.5,-1
2410,which part is england in,0.0,0.5,-1
2411,which part is colombia,0.0,0.5,-1
2412,what's the current trend in barcelona,0.0,0.5,-1
2413,what else would tampa be in,0.0,0.5,-1
2414,what's the bid for san diego,0.0,0.5,-1
2415,what's the theme for london,0.0,0.5,-1
2416,"if i am in reno, what would the difference be",0.0,0.5,-1
2417,what matters is sweden in,0.0,0.5,-1
2418,can you tell my what france's motto is,0.0,0.5,-1
2419,reno's problem is what,0.0,0.5,-1
2420,what history does lisbon have,0.0,0.5,-1
2421,do you know what modern italy is in,0.0,0.5,-1
2422,please search for portland's mayor,0.0,0.5,-1
2423,do you know what the school is in reno,0.0,0.5,-1
2424,italy's independence is what,0.0,0.5,-1
2425,what color is phoenix in,0.0,0.5,-1
2426,what's the bid for brasilia,0.0,0.5,-1
2427,"in paris, what's the difference",0.0,0.5,-1
2428,can you tell me the situation in san francisco,0.0,0.5,-1
2429,which part is las vegas in,0.0,0.5,-1
2430,can you tell me the story that hartford is in,0.0,0.5,-1
2431,what is the battle for quito,0.0,0.5,-1
2432,tell me the way las vegas is in,0.0,0.5,-1
2433,which part is france in,0.0,0.5,-1
2434,what matters is china in,0.0,0.5,-1
2435,do you know what the story is in reno,0.0,0.5,-1
2436,what matters is france in,0.0,0.5,-1
2437,which province is buenos aires in,0.0,0.5,-1
2438,italy's pride is what,0.0,0.5,-1
2439,the kingdom of italy is what,0.0,0.5,-1
2440,doy ou know what little chicago is in,0.0,0.5,-1
2441,which island is france in,0.0,0.5,-1
2442,what difference is reno in,0.0,0.5,-1
2443,i need to know what ancient ireland is in,0.0,0.5,-1
2444,what history does bangor have,0.0,0.5,-1
2445,i want to know france's secrets,0.0,0.5,-1
2446,advance to the semifinal song,0.0,0.5,-1
2447,what is the next game to be played,0.0,0.5,-1
2448,move on to the next stage,0.0,0.5,-1
2449,i would like to hear the next tune on this particular chartlist,0.0,0.5,-1
2450,play each song using this playlist,0.0,0.5,-1
2451,i would like to hear the first song on this playlist,0.0,0.5,-1
2452,go to my next classes,0.0,0.5,-1
2453,i need you to record this song and play the next one,0.0,0.5,-1
2454,play the next column on this list,0.0,0.5,-1
2455,i would like to hear the next song on this chartlist,0.0,0.5,-1
2456,can you skip this class,0.0,0.5,-1
2457,go ahead and record this song and play the next one,0.0,0.5,-1
2458,skip to the theme song please,0.0,0.5,-1
2459,go ahead and play the next section on this playlist,0.0,0.5,-1
2460,skip to the next section,0.0,0.5,-1
2461,go forward to the finish track,0.0,0.5,-1
2462,can you sing this song,0.0,0.5,-1
2463,move on to the next phase,0.0,0.5,-1
2464,put on the love song,0.0,0.5,-1
2465,i want you to play the entire song on this playlist,0.0,0.5,-1
2466,the next phase should be played,0.0,0.5,-1
2467,i need you to play the whole song on this playlist,0.0,0.5,-1
2468,please put on the copyright number on this playlist,0.0,0.5,-1
2469,i need you to skip this song and sing the next one,0.0,0.5,-1
2470,skip to the theme song,0.0,0.5,-1
2471,you need to record this song and play the next one,0.0,0.5,-1
2472,please go to the school after this one,0.0,0.5,-1
2473,i need you to skip this scene and play the next one,0.0,0.5,-1
2474,"using this playlist, play each song",0.0,0.5,-1
2475,go ahead and play the whole song on this playlist,0.0,0.5,-1
2476,skip and dave,0.0,0.5,-1
2477,skip to the next chapter,0.0,0.5,-1
2478,the next match should be played,0.0,0.5,-1
2479,remember to play the corresponding number on this particular playlist,0.0,0.5,-1
2480,play the broadway musical number,0.0,0.5,-1
2481,could you play the following song on this playlist,0.0,0.5,-1
2482,you must skip this stage and play the next one,0.0,0.5,-1
2483,please record this song and play the next one,0.0,0.5,-1
2484,please play the next match,0.0,0.5,-1
2485,remember to play the telephone number on this particular playlist,0.0,0.5,-1
2486,please play the following song on this playlist,0.0,0.5,-1
2487,skip this and go to the next phase,0.0,0.5,-1
2488,go to my mama song,0.0,0.5,-1
2489,includes this song,0.0,0.5,-1
2490,go to the next page on the playlist,0.0,0.5,-1
2491,go to the theme song and skip,0.0,0.5,-1
2492,put on the wedding song,0.0,0.5,-1
2493,change the song to the same one on this playlist,0.0,0.5,-1
2494,go to the next team and skip,0.0,0.5,-1
2495,i want to see my entertainment videos,0.0,0.5,-1
2496,can you leave me transactions related to utilities,0.0,0.5,-1
2497,can you pull up my most recent article,0.0,0.5,-1
2498,when was my most recent boyfriend,0.0,0.5,-1
2499,send me recent transactions,0.0,0.5,-1
2500,i need to know all the recent discoveries i've made,0.0,0.5,-1
2501,i would like to take a look at my school history,0.0,0.5,-1
2502,can you list all of my online articles for the month of january,0.0,0.5,-1
2503,when was my most recent memory,0.0,0.5,-1
2504,pull up my recent essay on my mastercard,0.0,0.5,-1
2505,what impression did i make yesterday at the flea market,0.0,0.5,-1
2506,can you show me the paintings that were made last night at the restaurant,0.0,0.5,-1
2507,show me the entry made on my business card for supplies last quarter,0.0,0.5,-1
2508,show me recent photographs,0.0,0.5,-1
2509,can you let me know my latest novels,0.0,0.5,-1
2510,can you check on a patient for me,0.0,0.5,-1
2511,i need to know the fews i made on the 10th,0.0,0.5,-1
2512,"looking at january, forgetting all wine purchases",0.0,0.5,-1
2513,show me books related to travel,0.0,0.5,-1
2514,list me my recent findings,0.0,0.5,-1
2515,retrieve my recent findings,0.0,0.5,-1
2516,please give me my last ten debit card cards in the month of december,0.0,0.5,-1
2517,send me the transactions from costco yesterday,0.0,0.5,-1
2518,what were my last five cents on my visa card,0.0,0.5,-1
2519,show me the gps on my car,0.0,0.5,-1
2520,send me all gas purchases within the last month,0.0,0.5,-1
2521,i want to see the list of customers on my bank of hawaii,0.0,0.5,-1
2522,email me the transactions from costco yesterday,0.0,0.5,-1
2523,i need to know all the recent decisions i've made,0.0,0.5,-1
2524,show me my face on mcdonalds,0.0,0.5,-1
2525,please show me my recent findings,0.0,0.5,-1
2526,what's the last impression i made yesterday,0.0,0.5,-1
2527,show me stories related to travel,0.0,0.5,-1
2528,retrieve my recent notes,0.0,0.5,-1
2529,how expensive was my most recent collection,0.0,0.5,-1
2530,please tell me all the messs i've made recently,0.0,0.5,-1
2531,show me my picture on tacobell,0.0,0.5,-1
2532,please tell me all the sacrifices i've made recently,0.0,0.5,-1
2533,show me recent pictures,0.0,0.5,-1
2534,help me get access to my recent oral history,0.0,0.5,-1
2535,please tell me all of my recent encounters,0.0,0.5,-1
2536,show me yesterday's last interview,0.0,0.5,-1
2537,i would like to see the couples i made last week,0.0,0.5,-1
2538,show me my advice on make up at sephora,0.0,0.5,-1
2539,send me my transactions on groceries,0.0,0.5,-1
2540,show me the last five pages,0.0,0.5,-1
2541,help me get access to my recent legal history,0.0,0.5,-1
2542,show my brief statement,0.0,0.5,-1
2543,can i get my license for the date of the 23rd,0.0,0.5,-1
2544,pull up my grocery sack,0.0,0.5,-1
2545,send me my transactions on make up at sephora,0.0,0.5,-1
2546,what are my recent articles,0.0,0.5,-1
2547,what was my last breath,0.0,0.5,-1
2548,please forgive me my recent transaction,0.0,0.5,-1
2549,view my blogs for the last week,0.0,0.5,-1
2550,show me my face on tacobell,0.0,0.5,-1
2551,i need a recent article looked into,0.0,0.5,-1
2552,email me my transactions on groceries,0.0,0.5,-1
2553,send me yesterday's last transaction,0.0,0.5,-1
2554,send me the transaction on mcdonald,0.0,0.5,-1
2555,can you offer me transactions related to utilities,0.0,0.5,-1
2556,can you show me anything related to utilities,0.0,0.5,-1
2557,read off to me the last five mistakes i've made,0.0,0.5,-1
2558,pull up my recent copys on my mastercard,0.0,0.5,-1
2559,please show me my recent discoveries,0.0,0.5,-1
2560,show me the feed on burger king,0.0,0.5,-1
2561,send me my transactions on tacobell,0.0,0.5,-1
2562,send me the transaction on burger king,0.0,0.5,-1
2563,get me access to a list of my recent contacts,0.0,0.5,-1
2564,how expensive was my most recent inheritance,0.0,0.5,-1
2565,"before i pay my capital one, what are the most recent notes i've made",0.0,0.5,-1
2566,can you list all recent releases,0.0,0.5,-1
2567,what mistake did i make yesterday at the flea market,0.0,0.5,-1
2568,i need to know last months remember,0.0,0.5,-1
2569,send me the transaction on macys,0.0,0.5,-1
2570,pull up my recent notes on my mastercard,0.0,0.5,-1
2571,let me check my wallet for first bank card,0.0,0.5,-1
2572,can you show me the bottles that were made last night at the restaurant,0.0,0.5,-1
2573,i need some information on a recent sighting,0.0,0.5,-1
2574,can you list all recent publications,0.0,0.5,-1
2575,what are my recent developments,0.0,0.5,-1
2576,show me the notes made on my business card for supplies last quarter,0.0,0.5,-1
2577,show me my notes on groceries,0.0,0.5,-1
2578,i would like to see the sketches i made last week,0.0,0.5,-1
2579,are there some chinese thai restaurants in san antonio,0.0,0.5,-1
2580,tell me some good mexican girls in dallas,0.0,0.5,-1
2581,what decent men around here are italian,0.0,0.5,-1
2582,where are the good thai ##s in atlanta,0.0,0.5,-1
2583,what type of structures are nearby,0.0,0.5,-1
2584,i need to know what horrors are near me,0.0,0.5,-1
2585,where are the good thai girls in atlanta,0.0,0.5,-1
2586,please find me some good thai thai in new york city,0.0,0.5,-1
2587,tell me some good mexican ##s in dallas,0.0,0.5,-1
2588,is there any hiding place in hawaii for pasta,0.0,0.5,-1
2589,give me some good advice,0.0,0.5,-1
2590,tell me which spices are good for thai food in las vegas,0.0,0.5,-1
2591,does boise have any good indian ancestry,0.0,0.5,-1
2592,does kentucky have any good chefs that serve sushi,0.0,0.5,-1
2593,do you know of any good stories,0.0,0.5,-1
2594,i need to know what dangers are near me,0.0,0.5,-1
2595,find me a soft spot for southern comfort food in los angeles,0.0,0.5,-1
2596,list me some good vietnamese songs in new york city,0.0,0.5,-1
2597,can you suggest some quality chinese coffee in oklahoma city,0.0,0.5,-1
2598,does boise have any good indian families,0.0,0.5,-1
2599,any good pizza ##s around here,0.0,0.5,-1
2600,what decent women around here are italian,0.0,0.5,-1
2601,what type of trees are nearby,0.0,0.5,-1
2602,do you know of any good mexican ##s in seattle,0.0,0.5,-1
2603,which especially in reno are good for sushi,0.0,0.5,-1
2604,suggest some advice,0.0,0.5,-1
2605,recommendations for good thai ##s in las vegas,0.0,0.5,-1
2606,can you list off 4 star stores,0.0,0.5,-1
2607,do you know of any good mexican families in seattle,0.0,0.5,-1
2608,suggest some strategy,0.0,0.5,-1
2609,could you locate me some obscure places in kentucky that serve sushi,0.0,0.5,-1
2610,please find me some good thai ##s in new york city,0.0,0.5,-1
2611,recommendations for good thai culture in las vegas,0.0,0.5,-1
2612,can you recommend any tea,0.0,0.5,-1
2613,please list nearby websites with 4 or more star reviews,0.0,0.5,-1
2614,what are the best family homes in charlottesville,0.0,0.5,-1
2615,give me some good luck,0.0,0.5,-1
2616,does kentucky have any good schools that serve sushi,0.0,0.5,-1
2617,any new development near the mall,0.0,0.5,-1
2618,where are some chinese thai restaurants in las vegas,0.0,0.5,-1
2619,are there any good chefs in nyc that serve barbecue,0.0,0.5,-1
2620,tell me how to check her for my mastercard,0.0,0.5,-1
2621,how do i check my purse for my gold card,0.0,0.5,-1
2622,what is my citigroup ##e's rewards balance,0.0,0.5,-1
2623,how many fingers do i now have on my hy-vee card,0.0,0.5,-1
2624,can you tell me how many points i have to date with my capital one miles apart,0.0,0.5,-1
2625,what is the number of points i earned with my master##mind,0.0,0.5,-1
2626,how can i look at rewards for my amex ##es,0.0,0.5,-1
2627,does my mastereven have any rewards points remaining,0.0,0.5,-1
2628,how many price points do i have for my wells fargo card,0.0,0.5,-1
2629,how many rewards offers do i have for my visa card,0.0,0.5,-1
2630,add all of my points for my current discover ##er,0.0,0.5,-1
2631,how many stamps did i get on my visa card,0.0,0.5,-1
2632,what is my american express card's security balance,0.0,0.5,-1
2633,what's the reward point count on my discover ##er,0.0,0.5,-1
2634,what do i have to do to see my rewards for my chase ##rs,0.0,0.5,-1
2635,where can i find my rewards for my chase ##r,0.0,0.5,-1
2636,what do i have to do to see my rewards for my chase ##r,0.0,0.5,-1
2637,how many reward points does my discover ##er have,0.0,0.5,-1
2638,how many paintings have i accumulated on my mastercard,0.0,0.5,-1
2639,where are my panties for my chase card,0.0,0.5,-1
2640,i need to hear how many patents i've obtained on my capital one visa,0.0,0.5,-1
2641,put my hands up for master card,0.0,0.5,-1
2642,how would i be able to check my kohls business card,0.0,0.5,-1
2643,how many rewards do i have on my chase ##rs,0.0,0.5,-1
2644,how many messages did i get on my discover card,0.0,0.5,-1
2645,what earned were earned on my mastercard,0.0,0.5,-1
2646,how many rewards do i have on my chase ##r,0.0,0.5,-1
2647,how many reward points have stacked up for my amex ##es,0.0,0.5,-1
2648,how do i check how many rewards i have on my master ##card,0.0,0.5,-1
2649,how many delta miles are on my radar right now,0.0,0.5,-1
2650,what is my citigroup card's security balance,0.0,0.5,-1
2651,do you know how many iq points are currently on my discover card,0.0,0.5,-1
2652,how many reward points have stacked up for my amex ##s,0.0,0.5,-1
2653,what is my wells fargo foundation's rewards balance,0.0,0.5,-1
2654,where are letters from my visa card visible,0.0,0.5,-1
2655,how many points did i get on my discover ##ers,0.0,0.5,-1
2656,how many rewards points do i have for my amazon ##s,0.0,0.5,-1
2657,what is the number of medals i earned with my mastercard,0.0,0.5,-1
2658,how many penalty points do i have for my visa card,0.0,0.5,-1
2659,what honors were earned on my mastercard,0.0,0.5,-1
2660,what is my bank of america founder's rewards balance,0.0,0.5,-1
2661,"i would like my total rewards points balance on my bank of america platinum rewards ##card, please",0.0,0.5,-1
2662,how many rewards points do i have for my visa applications,0.0,0.5,-1
2663,what rewards does my gold ##pot get,0.0,0.5,-1
2664,what is the reward balance on my discover ##er,0.0,0.5,-1
2665,what's the balance of my reward points on my discover ##ers,0.0,0.5,-1
2666,how can i see my prey for my chase card,0.0,0.5,-1
2667,how many eyes do i now have on my hy-vee card,0.0,0.5,-1
2668,how many copies do i have on my mlife card,0.0,0.5,-1
2669,what is the easiest way to check my bank atm card,0.0,0.5,-1
2670,how many hits did i get on my discover card,0.0,0.5,-1
2671,how many girls do i have on my chase card,0.0,0.5,-1
2672,what's the total number of medals i earned so far with my chase rewards card,0.0,0.5,-1
2673,how many rewards points do i have for my chase ##r,0.0,0.5,-1
2674,what's my reward balance on my amex ##es,0.0,0.5,-1
2675,how can i see my rewards for my chase ##r,0.0,0.5,-1
2676,how can i see my passport for my visa card,0.0,0.5,-1
2677,how do i check how many copies i have on my master card,0.0,0.5,-1
2678,how many points are on my speedway career right now,0.0,0.5,-1
2679,tell me how to check my passport for my american express card,0.0,0.5,-1
2680,do you know how many rewards points are currently on my discover ##list,0.0,0.5,-1
2681,calculate my requirements for visa,0.0,0.5,-1
2682,i need to double my electric bill now,0.0,0.5,-1
2683,i need to double my bill,0.0,0.5,-1
2684,i want to pay my gas price,0.0,0.5,-1
2685,i need help teling my store bill,0.0,0.5,-1
2686,i must pay my cable fare,0.0,0.5,-1
2687,go ahead and collect my american express bill now,0.0,0.5,-1
2688,can you help me pay a price,0.0,0.5,-1
2689,what's the best way to pay my respects,0.0,0.5,-1
2690,i must double my cable bill,0.0,0.5,-1
2691,i want to join that bill now,0.0,0.5,-1
2692,can you give me a hand ##eling my water bill,0.0,0.5,-1
2693,pay my phoe ##bus with my debit card,0.0,0.5,-1
2694,i want to triple my tax bill,0.0,0.5,-1
2695,pay the electric ##ians,0.0,0.5,-1
